Sample in Buffer	Sample in Window	adc_ch0
53997	53997	24999	
53998	53998	22149	
53999	53999	14226	
54000	54000	3123	
54001	54001	-8641	
54002	54002	-18594	
54003	54003	-24154	
54004	54004	-24429	
54005	54005	-19321	
54006	54006	-10061	
54007	54007	1381	
54008	54008	12377	
54009	54009	20858	
54010	54010	24851	
54011	54011	23367	
54012	54012	16639	
54013	54013	6125	
54014	54014	-5874	
54015	54015	-16338	
54016	54016	-23234	
54017	54017	-24891	
54018	54018	-21064	
54019	54019	-12628	
54020	54020	-1738	
54021	54021	9752	
54022	54022	19192	
54023	54023	24343	
54024	54024	24248	
54025	54025	18721	
54026	54026	9007	
54027	54027	-2817	
54028	54028	-13950	
54029	54029	-21998	
54030	54030	-24992	
54031	54031	-22486	
54032	54032	-15196	
54033	54033	-4571	
54034	54034	6982	
54035	54035	17043	
54036	54036	23501	
54037	54037	24808	
54038	54038	20547	
54039	54039	11725	
54040	54040	124	
54041	54041	-11545	
54042	54042	-20418	
54043	54043	-24770	
54044	54044	-23654	
54045	54045	-17370	
54046	54046	-7416	
54047	54047	4203	
54048	54048	14877	
54049	54049	22305	
54050	54050	25007	
54051	54051	22121	
54052	54052	14283	
54053	54053	3135	
54054	54054	-8736	
54055	54055	-18508	
54056	54056	-24173	
54057	54057	-24428	
54058	54058	-19292	
54059	54059	-10093	
54060	54060	1080	
54061	54061	12202	
54062	54062	20873	
54063	54063	24808	
54064	54064	23262	
54065	54065	16509	
54066	54066	6025	
54067	54067	-5770	
54068	54068	-16487	
54069	54069	-23214	
54070	54070	-24887	
54071	54071	-21151	
54072	54072	-12740	
54073	54073	-1702	
54074	54074	9746	
54075	54075	19109	
54076	54076	24329	
54077	54077	24262	
54078	54078	18735	
54079	54079	8872	
54080	54080	-2759	
54081	54081	-14031	
54082	54082	-22027	
54083	54083	-24995	
54084	54084	-22490	
54085	54085	-15206	
54086	54086	-4534	
54087	54087	7065	
54088	54088	17119	
54089	54089	23485	
54090	54090	24807	
54091	54091	20522	
54092	54092	11740	
54093	54093	147	
54094	54094	-11475	
54095	54095	-20422	
54096	54096	-24758	
54097	54097	-23646	
54098	54098	-17397	
54099	54099	-7393	
54100	54100	4135	
54101	54101	14840	
54102	54102	22343	
54103	54103	25004	
54104	54104	22140	
54105	54105	14187	
54106	54106	3095	
54107	54107	-8671	
54108	54108	-18519	
54109	54109	-24166	
54110	54110	-24438	
54111	54111	-19389	
54112	54112	-10173	
54113	54113	1272	
54114	54114	12459	
54115	54115	20864	
54116	54116	24842	
54117	54117	23336	
54118	54118	16578	
54119	54119	6051	
54120	54120	-5815	
54121	54121	-16337	
54122	54122	-23253	
54123	54123	-24886	
54124	54124	-21152	
54125	54125	-12724	
54126	54126	-1584	
54127	54127	9813	
54128	54128	19111	
54129	54129	24329	
54130	54130	24223	
54131	54131	18727	
54132	54132	9178	
54133	54133	-2733	
54134	54134	-14019	
54135	54135	-21977	
54136	54136	-25002	
54137	54137	-22576	
54138	54138	-15287	
54139	54139	-4385	
54140	54140	7332	
54141	54141	17266	
54142	54142	23528	
54143	54143	24808	
54144	54144	20601	
54145	54145	11762	
54146	54146	214	
54147	54147	-11259	
54148	54148	-20268	
54149	54149	-24694	
54150	54150	-23744	
54151	54151	-17413	
54152	54152	-7008	
54153	54153	4593	
54154	54154	14940	
54155	54155	22334	
54156	54156	25001	
54157	54157	21954	
54158	54158	14266	
54159	54159	3589	
54160	54160	-8459	
54161	54161	-18513	
54162	54162	-24197	
54163	54163	-24452	
54164	54164	-19366	
54165	54165	-9936	
54166	54166	1447	
54167	54167	12363	
54168	54168	20635	
54169	54169	24825	
54170	54170	23419	
54171	54171	16704	
54172	54172	6314	
54173	54173	-5800	
54174	54174	-16591	
54175	54175	-23316	
54176	54176	-24869	
54177	54177	-20997	
54178	54178	-12578	
54179	54179	-1538	
54180	54180	9622	
54181	54181	19001	
54182	54182	24359	
54183	54183	24268	
54184	54184	18824	
54185	54185	9212	
54186	54186	-2606	
54187	54187	-13981	
54188	54188	-22057	
54189	54189	-24996	
54190	54190	-22564	
54191	54191	-15127	
54192	54192	-4463	
54193	54193	7063	
54194	54194	17065	
54195	54195	23508	
54196	54196	24795	
54197	54197	20535	
54198	54198	11758	
54199	54199	296	
54200	54200	-11448	
54201	54201	-20381	
54202	54202	-24753	
54203	54203	-23675	
54204	54204	-17345	
54205	54205	-7385	
54206	54206	4106	
54207	54207	14807	
54208	54208	22276	
54209	54209	25009	
54210	54210	22156	
54211	54211	14275	
54212	54212	3059	
54213	54213	-8760	
54214	54214	-18723	
54215	54215	-24189	
54216	54216	-24452	
54217	54217	-19393	
54218	54218	-10217	
54219	54219	1129	
54220	54220	12360	
54221	54221	20854	
54222	54222	24848	
54223	54223	23405	
54224	54224	16695	
54225	54225	6101	
54226	54226	-5728	
54227	54227	-16406	
54228	54228	-23243	
54229	54229	-24887	
54230	54230	-20983	
54231	54231	-12720	
54232	54232	-1615	
54233	54233	9644	
54234	54234	19132	
54235	54235	24327	
54236	54236	24283	
54237	54237	18742	
54238	54238	8982	
54239	54239	-2838	
54240	54240	-14061	
54241	54241	-21958	
54242	54242	-25001	
54243	54243	-22584	
54244	54244	-15243	
54245	54245	-4598	
54246	54246	6874	
54247	54247	17001	
54248	54248	23523	
54249	54249	24796	
54250	54250	20537	
54251	54251	11739	
54252	54252	69	
54253	54253	-11465	
54254	54254	-20325	
54255	54255	-24765	
54256	54256	-23683	
54257	54257	-17397	
54258	54258	-7382	
54259	54259	4123	
54260	54260	14783	
54261	54261	22328	
54262	54262	25002	
54263	54263	22150	
54264	54264	14289	
54265	54265	3128	
54266	54266	-8684	
54267	54267	-18472	
54268	54268	-24171	
54269	54269	-24434	
54270	54270	-19392	
54271	54271	-10192	
54272	54272	1261	
54273	54273	12420	
54274	54274	20834	
54275	54275	24849	
54276	54276	23373	
54277	54277	16706	
54278	54278	6132	
54279	54279	-5770	
54280	54280	-16311	
54281	54281	-23200	
54282	54282	-24904	
54283	54283	-21108	
54284	54284	-12879	
54285	54285	-1699	
54286	54286	9769	
54287	54287	19172	
54288	54288	24359	
54289	54289	24243	
54290	54290	18767	
54291	54291	9014	
54292	54292	-2865	
54293	54293	-13927	
54294	54294	-21935	
54295	54295	-24997	
54296	54296	-22525	
54297	54297	-15239	
54298	54298	-4614	
54299	54299	6940	
54300	54300	17017	
54301	54301	23521	
54302	54302	24815	
54303	54303	20612	
54304	54304	11741	
54305	54305	171	
54306	54306	-11410	
54307	54307	-20366	
54308	54308	-24736	
54309	54309	-23657	
54310	54310	-17438	
54311	54311	-7386	
54312	54312	4092	
54313	54313	14821	
54314	54314	22336	
54315	54315	25006	
54316	54316	22189	
54317	54317	14231	
54318	54318	3265	
54319	54319	-8568	
54320	54320	-18486	
54321	54321	-24156	
54322	54322	-24453	
54323	54323	-19379	
54324	54324	-10181	
54325	54325	1266	
54326	54326	12347	
54327	54327	20836	
54328	54328	24846	
54329	54329	23397	
54330	54330	16693	
54331	54331	6169	
54332	54332	-5635	
54333	54333	-16308	
54334	54334	-23251	
54335	54335	-24895	
54336	54336	-21166	
54337	54337	-12728	
54338	54338	-1774	
54339	54339	9756	
54340	54340	19124	
54341	54341	24341	
54342	54342	24288	
54343	54343	18777	
54344	54344	9088	
54345	54345	-2824	
54346	54346	-13913	
54347	54347	-21948	
54348	54348	-24995	
54349	54349	-22551	
54350	54350	-15214	
54351	54351	-4610	
54352	54352	6964	
54353	54353	17039	
54354	54354	23491	
54355	54355	24820	
54356	54356	20661	
54357	54357	11719	
54358	54358	79	
54359	54359	-11417	
54360	54360	-20345	
54361	54361	-24741	
54362	54362	-23643	
54363	54363	-17420	
54364	54364	-7422	
54365	54365	4045	
54366	54366	14786	
54367	54367	22262	
54368	54368	25008	
54369	54369	22136	
54370	54370	14296	
54371	54371	3086	
54372	54372	-8808	
54373	54373	-18454	
54374	54374	-24164	
54375	54375	-24440	
54376	54376	-19417	
54377	54377	-10258	
54378	54378	1204	
54379	54379	12352	
54380	54380	20793	
54381	54381	24841	
54382	54382	23393	
54383	54383	16681	
54384	54384	6220	
54385	54385	-5891	
54386	54386	-16368	
54387	54387	-23240	
54388	54388	-24909	
54389	54389	-21153	
54390	54390	-12792	
54391	54391	-1716	
54392	54392	9704	
54393	54393	19054	
54394	54394	24344	
54395	54395	24283	
54396	54396	18740	
54397	54397	9013	
54398	54398	-2981	
54399	54399	-13855	
54400	54400	-22007	
54401	54401	-24999	
54402	54402	-22517	
54403	54403	-15254	
54404	54404	-4515	
54405	54405	6801	
54406	54406	16981	
54407	54407	23501	
54408	54408	24800	
54409	54409	20561	
54410	54410	11691	
54411	54411	186	
54412	54412	-11432	
54413	54413	-20345	
54414	54414	-24744	
54415	54415	-23658	
54416	54416	-17359	
54417	54417	-7470	
54418	54418	4124	
54419	54419	14776	
54420	54420	22325	
54421	54421	24997	
54422	54422	22166	
54423	54423	14261	
54424	54424	3177	
54425	54425	-8639	
54426	54426	-18484	
54427	54427	-24127	
54428	54428	-24459	
54429	54429	-19449	
54430	54430	-10204	
54431	54431	1169	
54432	54432	12398	
54433	54433	20781	
54434	54434	24837	
54435	54435	23363	
54436	54436	16650	
54437	54437	6136	
54438	54438	-5791	
54439	54439	-16339	
54440	54440	-23174	
54441	54441	-24902	
54442	54442	-21132	
54443	54443	-12717	
54444	54444	-1695	
54445	54445	9632	
54446	54446	19101	
54447	54447	24326	
54448	54448	24287	
54449	54449	18786	
54450	54450	9138	
54451	54451	-2789	
54452	54452	-13889	
54453	54453	-21968	
54454	54454	-24990	
54455	54455	-22550	
54456	54456	-15247	
54457	54457	-4587	
54458	54458	6892	
54459	54459	17187	
54460	54460	23512	
54461	54461	24811	
54462	54462	20656	
54463	54463	11778	
54464	54464	188	
54465	54465	-11356	
54466	54466	-20377	
54467	54467	-24746	
54468	54468	-23671	
54469	54469	-17427	
54470	54470	-7481	
54471	54471	4048	
54472	54472	14803	
54473	54473	22335	
54474	54474	25002	
54475	54475	22177	
54476	54476	14251	
54477	54477	3272	
54478	54478	-8623	
54479	54479	-18512	
54480	54480	-24154	
54481	54481	-24442	
54482	54482	-19370	
54483	54483	-10192	
54484	54484	1294	
54485	54485	12454	
54486	54486	20849	
54487	54487	24842	
54488	54488	23403	
54489	54489	16648	
54490	54490	6214	
54491	54491	-5691	
54492	54492	-16248	
54493	54493	-23186	
54494	54494	-24890	
54495	54495	-21094	
54496	54496	-12700	
54497	54497	-1678	
54498	54498	9705	
54499	54499	19099	
54500	54500	24327	
54501	54501	24267	
54502	54502	18782	
54503	54503	9015	
54504	54504	-2856	
54505	54505	-13871	
54506	54506	-21942	
54507	54507	-25001	
54508	54508	-22552	
54509	54509	-15237	
54510	54510	-4650	
54511	54511	6978	
54512	54512	17022	
54513	54513	23474	
54514	54514	24825	
54515	54515	20619	
54516	54516	11811	
54517	54517	236	
54518	54518	-11375	
54519	54519	-20356	
54520	54520	-24749	
54521	54521	-23652	
54522	54522	-17426	
54523	54523	-7507	
54524	54524	4046	
54525	54525	14595	
54526	54526	22374	
54527	54527	25000	
54528	54528	22115	
54529	54529	14302	
54530	54530	3255	
54531	54531	-8625	
54532	54532	-18431	
54533	54533	-24127	
54534	54534	-24442	
54535	54535	-19357	
54536	54536	-10224	
54537	54537	1094	
54538	54538	12344	
54539	54539	20791	
54540	54540	24841	
54541	54541	23398	
54542	54542	16651	
54543	54543	6198	
54544	54544	-5763	
54545	54545	-16358	
54546	54546	-23208	
54547	54547	-24900	
54548	54548	-21112	
54549	54549	-12801	
54550	54550	-1777	
54551	54551	9616	
54552	54552	19059	
54553	54553	24335	
54554	54554	24287	
54555	54555	18749	
54556	54556	9090	
54557	54557	-2826	
54558	54558	-13926	
54559	54559	-21878	
54560	54560	-24997	
54561	54561	-22565	
54562	54562	-15187	
54563	54563	-4654	
54564	54564	6973	
54565	54565	16983	
54566	54566	23506	
54567	54567	24821	
54568	54568	20667	
54569	54569	11846	
54570	54570	115	
54571	54571	-11375	
54572	54572	-20388	
54573	54573	-24743	
54574	54574	-23663	
54575	54575	-17473	
54576	54576	-7523	
54577	54577	4166	
54578	54578	14724	
54579	54579	22294	
54580	54580	24997	
54581	54581	22171	
54582	54582	14261	
54583	54583	3237	
54584	54584	-8687	
54585	54585	-18436	
54586	54586	-24129	
54587	54587	-24460	
54588	54588	-19418	
54589	54589	-10227	
54590	54590	1081	
54591	54591	12281	
54592	54592	20826	
54593	54593	24837	
54594	54594	23390	
54595	54595	16666	
54596	54596	6163	
54597	54597	-5819	
54598	54598	-16383	
54599	54599	-23197	
54600	54600	-24895	
54601	54601	-21153	
54602	54602	-12901	
54603	54603	-1711	
54604	54604	9730	
54605	54605	19041	
54606	54606	24323	
54607	54607	24286	
54608	54608	18763	
54609	54609	9143	
54610	54610	-2703	
54611	54611	-13895	
54612	54612	-21901	
54613	54613	-24993	
54614	54614	-22605	
54615	54615	-15260	
54616	54616	-4512	
54617	54617	6901	
54618	54618	16984	
54619	54619	23445	
54620	54620	24814	
54621	54621	20616	
54622	54622	11765	
54623	54623	179	
54624	54624	-11412	
54625	54625	-20400	
54626	54626	-24754	
54627	54627	-23665	
54628	54628	-17436	
54629	54629	-7600	
54630	54630	3959	
54631	54631	14882	
54632	54632	22293	
54633	54633	25005	
54634	54634	22231	
54635	54635	14238	
54636	54636	3353	
54637	54637	-8612	
54638	54638	-18407	
54639	54639	-24175	
54640	54640	-24470	
54641	54641	-19424	
54642	54642	-10156	
54643	54643	1100	
54644	54644	12368	
54645	54645	20808	
54646	54646	24852	
54647	54647	23362	
54648	54648	16586	
54649	54649	6213	
54650	54650	-5658	
54651	54651	-16309	
54652	54652	-23164	
54653	54653	-24903	
54654	54654	-21153	
54655	54655	-12767	
54656	54656	-1717	
54657	54657	9612	
54658	54658	19047	
54659	54659	24307	
54660	54660	24280	
54661	54661	18835	
54662	54662	9094	
54663	54663	-2787	
54664	54664	-13898	
54665	54665	-21938	
54666	54666	-24995	
54667	54667	-22509	
54668	54668	-15194	
54669	54669	-4603	
54670	54670	6995	
54671	54671	17045	
54672	54672	23489	
54673	54673	24812	
54674	54674	20656	
54675	54675	11712	
54676	54676	13	
54677	54677	-11440	
54678	54678	-20234	
54679	54679	-24724	
54680	54680	-23709	
54681	54681	-17507	
54682	54682	-7485	
54683	54683	4127	
54684	54684	14766	
54685	54685	22289	
54686	54686	24993	
54687	54687	22205	
54688	54688	14416	
54689	54689	3201	
54690	54690	-8608	
54691	54691	-18429	
54692	54692	-24128	
54693	54693	-24450	
54694	54694	-19379	
54695	54695	-10228	
54696	54696	1197	
54697	54697	12340	
54698	54698	20818	
54699	54699	24823	
54700	54700	23415	
54701	54701	16776	
54702	54702	6277	
54703	54703	-5747	
54704	54704	-16348	
54705	54705	-23185	
54706	54706	-24907	
54707	54707	-21154	
54708	54708	-12773	
54709	54709	-1728	
54710	54710	9521	
54711	54711	18993	
54712	54712	24335	
54713	54713	24275	
54714	54714	18791	
54715	54715	9074	
54716	54716	-2843	
54717	54717	-13925	
54718	54718	-21873	
54719	54719	-24997	
54720	54720	-22568	
54721	54721	-15292	
54722	54722	-4728	
54723	54723	6885	
54724	54724	16985	
54725	54725	23511	
54726	54726	24819	
54727	54727	20577	
54728	54728	11687	
54729	54729	177	
54730	54730	-11282	
54731	54731	-20416	
54732	54732	-24744	
54733	54733	-23695	
54734	54734	-17571	
54735	54735	-7559	
54736	54736	3992	
54737	54737	14701	
54738	54738	22238	
54739	54739	24998	
54740	54740	22188	
54741	54741	14283	
54742	54742	3187	
54743	54743	-8646	
54744	54744	-18440	
54745	54745	-24153	
54746	54746	-24453	
54747	54747	-19429	
54748	54748	-10264	
54749	54749	1129	
54750	54750	12332	
54751	54751	20768	
54752	54752	24841	
54753	54753	23386	
54754	54754	16726	
54755	54755	6181	
54756	54756	-5723	
54757	54757	-16317	
54758	54758	-23188	
54759	54759	-24900	
54760	54760	-21208	
54761	54761	-12887	
54762	54762	-1710	
54763	54763	9592	
54764	54764	18956	
54765	54765	24321	
54766	54766	24294	
54767	54767	18844	
54768	54768	9082	
54769	54769	-2765	
54770	54770	-13934	
54771	54771	-21939	
54772	54772	-24991	
54773	54773	-22576	
54774	54774	-15229	
54775	54775	-4612	
54776	54776	6930	
54777	54777	17034	
54778	54778	23458	
54779	54779	24829	
54780	54780	20712	
54781	54781	11890	
54782	54782	318	
54783	54783	-11242	
54784	54784	-20303	
54785	54785	-24718	
54786	54786	-23692	
54787	54787	-17503	
54788	54788	-7502	
54789	54789	4047	
54790	54790	14713	
54791	54791	22318	
54792	54792	24990	
54793	54793	22177	
54794	54794	14348	
54795	54795	3283	
54796	54796	-8584	
54797	54797	-18437	
54798	54798	-24127	
54799	54799	-24449	
54800	54800	-19381	
54801	54801	-10185	
54802	54802	1306	
54803	54803	12218	
54804	54804	20833	
54805	54805	24832	
54806	54806	23380	
54807	54807	16810	
54808	54808	6257	
54809	54809	-5610	
54810	54810	-16283	
54811	54811	-23128	
54812	54812	-24896	
54813	54813	-21147	
54814	54814	-12843	
54815	54815	-1691	
54816	54816	9698	
54817	54817	19088	
54818	54818	24319	
54819	54819	24285	
54820	54820	18807	
54821	54821	9040	
54822	54822	-2751	
54823	54823	-13887	
54824	54824	-21902	
54825	54825	-24993	
54826	54826	-22540	
54827	54827	-15212	
54828	54828	-4710	
54829	54829	7042	
54830	54830	16811	
54831	54831	23377	
54832	54832	24839	
54833	54833	20675	
54834	54834	11750	
54835	54835	143	
54836	54836	-11349	
54837	54837	-20292	
54838	54838	-24737	
54839	54839	-23673	
54840	54840	-17445	
54841	54841	-7498	
54842	54842	4117	
54843	54843	14793	
54844	54844	22313	
54845	54845	24998	
54846	54846	22194	
54847	54847	14346	
54848	54848	3364	
54849	54849	-8520	
54850	54850	-18405	
54851	54851	-24137	
54852	54852	-24465	
54853	54853	-19449	
54854	54854	-10254	
54855	54855	1133	
54856	54856	12202	
54857	54857	20756	
54858	54858	24837	
54859	54859	23421	
54860	54860	16777	
54861	54861	6259	
54862	54862	-5726	
54863	54863	-16350	
54864	54864	-23172	
54865	54865	-24900	
54866	54866	-21226	
54867	54867	-12831	
54868	54868	-1739	
54869	54869	9652	
54870	54870	19033	
54871	54871	24317	
54872	54872	24285	
54873	54873	18803	
54874	54874	9140	
54875	54875	-2713	
54876	54876	-13897	
54877	54877	-21916	
54878	54878	-24998	
54879	54879	-22563	
54880	54880	-15318	
54881	54881	-4682	
54882	54882	6842	
54883	54883	16951	
54884	54884	23438	
54885	54885	24808	
54886	54886	20597	
54887	54887	11781	
54888	54888	277	
54889	54889	-11187	
54890	54890	-20374	
54891	54891	-24741	
54892	54892	-23682	
54893	54893	-17446	
54894	54894	-7519	
54895	54895	4025	
54896	54896	14658	
54897	54897	22214	
54898	54898	25003	
54899	54899	22227	
54900	54900	14353	
54901	54901	3246	
54902	54902	-8592	
54903	54903	-18395	
54904	54904	-24141	
54905	54905	-24477	
54906	54906	-19475	
54907	54907	-10264	
54908	54908	1172	
54909	54909	12257	
54910	54910	20739	
54911	54911	24827	
54912	54912	23415	
54913	54913	16756	
54914	54914	6135	
54915	54915	-5716	
54916	54916	-16267	
54917	54917	-23187	
54918	54918	-24907	
54919	54919	-21169	
54920	54920	-12781	
54921	54921	-1809	
54922	54922	9642	
54923	54923	19036	
54924	54924	24300	
54925	54925	24292	
54926	54926	18881	
54927	54927	9109	
54928	54928	-2731	
54929	54929	-13861	
54930	54930	-21890	
54931	54931	-24986	
54932	54932	-22567	
54933	54933	-15273	
54934	54934	-4780	
54935	54935	6898	
54936	54936	16977	
54937	54937	23477	
54938	54938	24834	
54939	54939	20667	
54940	54940	11849	
54941	54941	249	
54942	54942	-11196	
54943	54943	-20350	
54944	54944	-24735	
54945	54945	-23753	
54946	54946	-17587	
54947	54947	-7588	
54948	54948	4107	
54949	54949	14716	
54950	54950	22269	
54951	54951	25003	
54952	54952	22189	
54953	54953	14431	
54954	54954	3327	
54955	54955	-8513	
54956	54956	-18392	
54957	54957	-24108	
54958	54958	-24471	
54959	54959	-19465	
54960	54960	-10343	
54961	54961	1173	
54962	54962	12305	
54963	54963	20799	
54964	54964	24830	
54965	54965	23444	
54966	54966	16784	
54967	54967	6271	
54968	54968	-5613	
54969	54969	-16198	
54970	54970	-23179	
54971	54971	-24894	
54972	54972	-21203	
54973	54973	-12903	
54974	54974	-1744	
54975	54975	9656	
54976	54976	19013	
54977	54977	24267	
54978	54978	24297	
54979	54979	18822	
54980	54980	9155	
54981	54981	-2651	
54982	54982	-13751	
54983	54983	-21908	
54984	54984	-24991	
54985	54985	-22702	
54986	54986	-15348	
54987	54987	-4717	
54988	54988	6931	
54989	54989	17120	
54990	54990	23447	
54991	54991	24834	
54992	54992	20673	
54993	54993	11914	
54994	54994	246	
54995	54995	-11245	
54996	54996	-20331	
54997	54997	-24716	
54998	54998	-23668	
54999	54999	-17538	
55000	55000	-7482	
55001	55001	4052	
55002	55002	14677	
55003	55003	22239	
55004	55004	25006	
55005	55005	22236	
55006	55006	14465	
55007	55007	3358	
55008	55008	-8552	
55009	55009	-18407	
55010	55010	-24118	
55011	55011	-24467	
55012	55012	-19428	
55013	55013	-10210	
55014	55014	1137	
55015	55015	12197	
55016	55016	20776	
55017	55017	24831	
55018	55018	23436	
55019	55019	16772	
55020	55020	6390	
55021	55021	-5592	
55022	55022	-16230	
55023	55023	-23159	
55024	55024	-24906	
55025	55025	-21206	
55026	55026	-12826	
55027	55027	-1874	
55028	55028	9604	
55029	55029	19056	
55030	55030	24308	
55031	55031	24319	
55032	55032	18826	
55033	55033	9185	
55034	55034	-2614	
55035	55035	-14015	
55036	55036	-21944	
55037	55037	-24994	
55038	55038	-22590	
55039	55039	-15331	
55040	55040	-4549	
55041	55041	6676	
55042	55042	16933	
55043	55043	23432	
55044	55044	24830	
55045	55045	20671	
55046	55046	11846	
55047	55047	357	
55048	55048	-11289	
55049	55049	-20321	
55050	55050	-24734	
55051	55051	-23683	
55052	55052	-17532	
55053	55053	-7526	
55054	55054	3946	
55055	55055	14672	
55056	55056	22259	
55057	55057	25009	
55058	55058	22223	
55059	55059	14383	
55060	55060	3286	
55061	55061	-8530	
55062	55062	-18401	
55063	55063	-24097	
55064	55064	-24470	
55065	55065	-19419	
55066	55066	-10314	
55067	55067	1069	
55068	55068	12189	
55069	55069	20802	
55070	55070	24823	
55071	55071	23439	
55072	55072	16752	
55073	55073	6361	
55074	55074	-5653	
55075	55075	-16287	
55076	55076	-23162	
55077	55077	-24906	
55078	55078	-21233	
55079	55079	-12852	
55080	55080	-1911	
55081	55081	9555	
55082	55082	18981	
55083	55083	24292	
55084	55084	24322	
55085	55085	18832	
55086	55086	9053	
55087	55087	-2726	
55088	55088	-13883	
55089	55089	-21879	
55090	55090	-25002	
55091	55091	-22616	
55092	55092	-15332	
55093	55093	-4820	
55094	55094	6813	
55095	55095	16913	
55096	55096	23434	
55097	55097	24824	
55098	55098	20658	
55099	55099	11904	
55100	55100	391	
55101	55101	-11234	
55102	55102	-20315	
55103	55103	-24711	
55104	55104	-23713	
55105	55105	-17496	
55106	55106	-7665	
55107	55107	3974	
55108	55108	14739	
55109	55109	22230	
55110	55110	24996	
55111	55111	22183	
55112	55112	14458	
55113	55113	3407	
55114	55114	-8452	
55115	55115	-18370	
55116	55116	-24109	
55117	55117	-24507	
55118	55118	-19466	
55119	55119	-10297	
55120	55120	1136	
55121	55121	12223	
55122	55122	20691	
55123	55123	24832	
55124	55124	23422	
55125	55125	16792	
55126	55126	6259	
55127	55127	-5516	
55128	55128	-16163	
55129	55129	-23125	
55130	55130	-24907	
55131	55131	-21179	
55132	55132	-12757	
55133	55133	-1888	
55134	55134	9549	
55135	55135	18929	
55136	55136	24296	
55137	55137	24296	
55138	55138	18774	
55139	55139	9041	
55140	55140	-2804	
55141	55141	-13612	
55142	55142	-21810	
55143	55143	-24996	
55144	55144	-22611	
55145	55145	-15299	
55146	55146	-4655	
55147	55147	6855	
55148	55148	17038	
55149	55149	23415	
55150	55150	24821	
55151	55151	20720	
55152	55152	11962	
55153	55153	381	
55154	55154	-11193	
55155	55155	-20322	
55156	55156	-24717	
55157	55157	-23698	
55158	55158	-17508	
55159	55159	-7571	
55160	55160	4000	
55161	55161	14804	
55162	55162	22234	
55163	55163	24998	
55164	55164	22315	
55165	55165	14407	
55166	55166	3360	
55167	55167	-8592	
55168	55168	-18446	
55169	55169	-24095	
55170	55170	-24484	
55171	55171	-19486	
55172	55172	-10287	
55173	55173	1085	
55174	55174	12196	
55175	55175	20717	
55176	55176	24835	
55177	55177	23408	
55178	55178	16896	
55179	55179	6359	
55180	55180	-5660	
55181	55181	-16252	
55182	55182	-23203	
55183	55183	-24902	
55184	55184	-21195	
55185	55185	-13061	
55186	55186	-1854	
55187	55187	9694	
55188	55188	19070	
55189	55189	24269	
55190	55190	24298	
55191	55191	18906	
55192	55192	9192	
55193	55193	-2780	
55194	55194	-13825	
55195	55195	-21876	
55196	55196	-24991	
55197	55197	-22605	
55198	55198	-15293	
55199	55199	-4711	
55200	55200	6869	
55201	55201	16905	
55202	55202	23385	
55203	55203	24837	
55204	55204	20769	
55205	55205	11858	
55206	55206	399	
55207	55207	-11200	
55208	55208	-20273	
55209	55209	-24741	
55210	55210	-23692	
55211	55211	-17530	
55212	55212	-7644	
55213	55213	3999	
55214	55214	14646	
55215	55215	22212	
55216	55216	25001	
55217	55217	22240	
55218	55218	14413	
55219	55219	3383	
55220	55220	-8445	
55221	55221	-18393	
55222	55222	-24130	
55223	55223	-24473	
55224	55224	-19473	
55225	55225	-10298	
55226	55226	1062	
55227	55227	12146	
55228	55228	20750	
55229	55229	24814	
55230	55230	23424	
55231	55231	16736	
55232	55232	6296	
55233	55233	-5699	
55234	55234	-16225	
55235	55235	-23157	
55236	55236	-24906	
55237	55237	-21239	
55238	55238	-12957	
55239	55239	-1895	
55240	55240	9614	
55241	55241	18941	
55242	55242	24311	
55243	55243	24308	
55244	55244	18817	
55245	55245	9118	
55246	55246	-2673	
55247	55247	-13847	
55248	55248	-21886	
55249	55249	-24986	
55250	55250	-22607	
55251	55251	-15341	
55252	55252	-4777	
55253	55253	6845	
55254	55254	16900	
55255	55255	23418	
55256	55256	24834	
55257	55257	20710	
55258	55258	11879	
55259	55259	309	
55260	55260	-11242	
55261	55261	-20268	
55262	55262	-24719	
55263	55263	-23716	
55264	55264	-17544	
55265	55265	-7527	
55266	55266	3904	
55267	55267	14707	
55268	55268	22218	
55269	55269	25014	
55270	55270	22210	
55271	55271	14395	
55272	55272	3477	
55273	55273	-8427	
55274	55274	-18376	
55275	55275	-24108	
55276	55276	-24477	
55277	55277	-19522	
55278	55278	-10319	
55279	55279	1016	
55280	55280	12201	
55281	55281	20692	
55282	55282	24836	
55283	55283	23433	
55284	55284	16818	
55285	55285	6374	
55286	55286	-5679	
55287	55287	-16183	
55288	55288	-23154	
55289	55289	-24915	
55290	55290	-21242	
55291	55291	-12848	
55292	55292	-1586	
55293	55293	9764	
55294	55294	18909	
55295	55295	24246	
55296	55296	24315	
55297	55297	18855	
55298	55298	9122	
55299	55299	-2662	
55300	55300	-13847	
55301	55301	-21847	
55302	55302	-24992	
55303	55303	-22640	
55304	55304	-15365	
55305	55305	-4709	
55306	55306	6745	
55307	55307	17012	
55308	55308	23431	
55309	55309	24839	
55310	55310	20713	
55311	55311	11985	
55312	55312	393	
55313	55313	-11207	
55314	55314	-20330	
55315	55315	-24717	
55316	55316	-23717	
55317	55317	-17534	
55318	55318	-7652	
55319	55319	3948	
55320	55320	14711	
55321	55321	22235	
55322	55322	25003	
55323	55323	22306	
55324	55324	14459	
55325	55325	3293	
55326	55326	-8543	
55327	55327	-18363	
55328	55328	-24122	
55329	55329	-24481	
55330	55330	-19510	
