Sample in Buffer	Sample in Window	adc_ch0
1516	1516	2551	
1517	1517	-9309	
1518	1518	-18951	
1519	1519	-24312	
1520	1520	-24299	
1521	1521	-18986	
1522	1522	-9629	
1523	1523	1725	
1524	1524	12839	
1525	1525	21254	
1526	1526	24906	
1527	1527	23125	
1528	1528	16271	
1529	1529	5414	
1530	1530	-6599	
1531	1531	-16891	
1532	1532	-23446	
1533	1533	-24832	
1534	1534	-20698	
1535	1535	-12043	
1536	1536	-1054	
1537	1537	10250	
1538	1538	19465	
1539	1539	24478	
1540	1540	24108	
1541	1541	18383	
1542	1542	8539	
1543	1543	-3408	
1544	1544	-14508	
1545	1545	-22214	
1546	1546	-25003	
1547	1547	-22214	
1548	1548	-14606	
1549	1549	-3874	
1550	1550	7608	
1551	1551	17532	
1552	1552	23719	
1553	1553	24727	
1554	1554	20216	
1555	1555	11264	
1556	1556	-343	
1557	1557	-11963	
1558	1558	-20748	
1559	1559	-24835	
1560	1560	-23438	
1561	1561	-16967	
1562	1562	-6764	
1563	1563	4774	
1564	1564	15380	
1565	1565	22689	
1566	1566	24995	
1567	1567	21818	
1568	1568	13697	
1569	1569	2505	
1570	1570	-9283	
1571	1571	-18868	
1572	1572	-24279	
1573	1573	-24333	
1574	1574	-19049	
1575	1575	-9549	
1576	1576	1860	
1577	1577	12844	
1578	1578	21166	
1579	1579	24921	
1580	1580	23127	
1581	1581	16116	
1582	1582	5440	
1583	1583	-6436	
1584	1584	-16656	
1585	1585	-23425	
1586	1586	-24819	
1587	1587	-20658	
1588	1588	-12122	
1589	1589	-1097	
1590	1590	10263	
1591	1591	19425	
1592	1592	24443	
1593	1593	24109	
1594	1594	18337	
1595	1595	8428	
1596	1596	-3478	
1597	1597	-14532	
1598	1598	-22242	
1599	1599	-25001	
1600	1600	-22221	
1601	1601	-14739	
1602	1602	-4056	
1603	1603	7559	
1604	1604	17504	
1605	1605	23725	
1606	1606	24705	
1607	1607	20195	
1608	1608	11069	
1609	1609	-570	
1610	1610	-12002	
1611	1611	-20746	
1612	1612	-24842	
1613	1613	-23479	
1614	1614	-16922	
1615	1615	-6944	
1616	1616	4780	
1617	1617	15212	
1618	1618	22598	
1619	1619	24993	
1620	1620	21896	
1621	1621	13834	
1622	1622	2462	
1623	1623	-9370	
1624	1624	-18934	
1625	1625	-24319	
1626	1626	-24322	
1627	1627	-18951	
1628	1628	-9560	
1629	1629	1881	
1630	1630	12945	
1631	1631	21165	
1632	1632	24924	
1633	1633	23103	
1634	1634	16077	
1635	1635	5493	
1636	1636	-6395	
1637	1637	-16827	
1638	1638	-23470	
1639	1639	-24832	
1640	1640	-20815	
1641	1641	-12266	
1642	1642	-1142	
1643	1643	10254	
1644	1644	19495	
1645	1645	24474	
1646	1646	24094	
1647	1647	18309	
1648	1648	8444	
1649	1649	-3598	
1650	1650	-14466	
1651	1651	-22268	
1652	1652	-24995	
1653	1653	-22226	
1654	1654	-14684	
1655	1655	-3845	
1656	1656	7617	
1657	1657	17522	
1658	1658	23696	
1659	1659	24712	
1660	1660	20256	
1661	1661	11080	
1662	1662	-383	
1663	1663	-11823	
1664	1664	-20642	
1665	1665	-24816	
1666	1666	-23457	
1667	1667	-16908	
1668	1668	-6847	
1669	1669	4815	
1670	1670	15254	
1671	1671	22611	
1672	1672	24999	
1673	1673	21809	
1674	1674	13758	
1675	1675	2431	
1676	1676	-9319	
1677	1677	-19016	
1678	1678	-24323	
1679	1679	-24308	
1680	1680	-18956	
1681	1681	-9631	
1682	1682	1790	
1683	1683	12914	
1684	1684	21154	
1685	1685	24914	
1686	1686	23174	
1687	1687	16292	
1688	1688	5618	
1689	1689	-6339	
1690	1690	-16817	
1691	1691	-23451	
1692	1692	-24831	
1693	1693	-20797	
1694	1694	-12203	
1695	1695	-1036	
1696	1696	10359	
1697	1697	19522	
1698	1698	24488	
1699	1699	24106	
1700	1700	18385	
1701	1701	8425	
1702	1702	-3376	
1703	1703	-14439	
1704	1704	-22265	
1705	1705	-25006	
1706	1706	-22329	
1707	1707	-14753	
1708	1708	-3994	
1709	1709	7567	
1710	1710	17474	
1711	1711	23702	
1712	1712	24732	
1713	1713	20320	
1714	1714	11219	
1715	1715	-487	
1716	1716	-12051	
1717	1717	-20721	
1718	1718	-24818	
1719	1719	-23434	
1720	1720	-16890	
1721	1721	-6909	
1722	1722	4744	
1723	1723	15304	
1724	1724	22557	
1725	1725	24993	
1726	1726	21845	
1727	1727	13908	
1728	1728	2567	
1729	1729	-9196	
1730	1730	-18884	
1731	1731	-24315	
1732	1732	-24300	
1733	1733	-18975	
1734	1734	-9573	
1735	1735	1705	
1736	1736	12653	
1737	1737	21195	
1738	1738	24889	
1739	1739	23071	
1740	1740	16166	
1741	1741	5563	
1742	1742	-6387	
1743	1743	-16861	
1744	1744	-23401	
1745	1745	-24838	
1746	1746	-20786	
1747	1747	-12207	
1748	1748	-1127	
1749	1749	10206	
1750	1750	19456	
1751	1751	24439	
1752	1752	24122	
1753	1753	18398	
1754	1754	8323	
1755	1755	-3519	
1756	1756	-14534	
1757	1757	-22286	
1758	1758	-24999	
1759	1759	-22304	
1760	1760	-14763	
1761	1761	-3975	
1762	1762	7631	
1763	1763	17426	
1764	1764	23695	
1765	1765	24729	
1766	1766	20285	
1767	1767	11185	
1768	1768	-414	
1769	1769	-12021	
1770	1770	-20644	
1771	1771	-24830	
1772	1772	-23441	
1773	1773	-16972	
1774	1774	-6921	
1775	1775	4789	
1776	1776	15293	
1777	1777	22650	
1778	1778	24990	
1779	1779	21826	
1780	1780	13767	
1781	1781	2485	
1782	1782	-9225	
1783	1783	-18953	
1784	1784	-24301	
1785	1785	-24311	
1786	1786	-19122	
1787	1787	-9639	
1788	1788	1714	
1789	1789	12833	
1790	1790	21155	
1791	1791	24904	
1792	1792	23140	
1793	1793	16181	
1794	1794	5497	
1795	1795	-6472	
1796	1796	-16902	
1797	1797	-23430	
1798	1798	-24831	
1799	1799	-20743	
1800	1800	-12237	
1801	1801	-1098	
1802	1802	10279	
1803	1803	19432	
1804	1804	24463	
1805	1805	24095	
1806	1806	18391	
1807	1807	8459	
1808	1808	-3344	
1809	1809	-14351	
1810	1810	-22213	
1811	1811	-25007	
1812	1812	-22274	
1813	1813	-14637	
1814	1814	-3949	
1815	1815	7552	
1816	1816	17424	
1817	1817	23703	
1818	1818	24723	
1819	1819	20203	
1820	1820	11318	
1821	1821	-436	
1822	1822	-11884	
1823	1823	-20761	
1824	1824	-24819	
1825	1825	-23504	
1826	1826	-16945	
1827	1827	-6938	
1828	1828	4773	
1829	1829	15158	
1830	1830	22601	
1831	1831	24995	
1832	1832	21846	
1833	1833	13888	
1834	1834	2563	
1835	1835	-9135	
1836	1836	-18849	
1837	1837	-24303	
1838	1838	-24302	
1839	1839	-18944	
1840	1840	-9608	
1841	1841	1821	
1842	1842	12927	
1843	1843	21157	
1844	1844	24907	
1845	1845	23135	
1846	1846	16244	
1847	1847	5566	
1848	1848	-6283	
1849	1849	-16771	
1850	1850	-23402	
1851	1851	-24831	
1852	1852	-20795	
1853	1853	-12230	
1854	1854	-1141	
1855	1855	10275	
1856	1856	19487	
1857	1857	24454	
1858	1858	24108	
1859	1859	18313	
1860	1860	8469	
1861	1861	-3492	
1862	1862	-14479	
1863	1863	-22246	
1864	1864	-25000	
1865	1865	-22258	
1866	1866	-14787	
1867	1867	-4075	
1868	1868	7553	
1869	1869	17486	
1870	1870	23692	
1871	1871	24739	
1872	1872	20308	
1873	1873	11249	
1874	1874	-402	
1875	1875	-11997	
1876	1876	-20708	
1877	1877	-24818	
1878	1878	-23456	
1879	1879	-16924	
1880	1880	-6788	
1881	1881	4750	
1882	1882	15274	
1883	1883	22586	
1884	1884	24991	
1885	1885	21878	
1886	1886	13824	
1887	1887	2594	
1888	1888	-9197	
1889	1889	-18964	
1890	1890	-24350	
1891	1891	-24281	
1892	1892	-19095	
1893	1893	-9845	
1894	1894	1732	
1895	1895	12783	
1896	1896	21152	
1897	1897	24911	
1898	1898	23145	
1899	1899	16184	
1900	1900	5551	
1901	1901	-6291	
1902	1902	-16862	
1903	1903	-23443	
1904	1904	-24815	
1905	1905	-20859	
1906	1906	-12300	
1907	1907	-1121	
1908	1908	10344	
1909	1909	19403	
1910	1910	24462	
1911	1911	24128	
1912	1912	18333	
1913	1913	8458	
1914	1914	-3376	
1915	1915	-14372	
1916	1916	-22255	
1917	1917	-25009	
1918	1918	-22286	
1919	1919	-14726	
1920	1920	-4046	
1921	1921	7545	
1922	1922	17452	
1923	1923	23713	
1924	1924	24722	
1925	1925	20290	
1926	1926	11108	
1927	1927	-364	
1928	1928	-12003	
1929	1929	-20714	
1930	1930	-24842	
1931	1931	-23492	
1932	1932	-17006	
1933	1933	-6976	
1934	1934	4641	
1935	1935	15241	
1936	1936	22572	
1937	1937	24995	
1938	1938	21857	
1939	1939	13751	
1940	1940	2569	
1941	1941	-9244	
1942	1942	-18869	
1943	1943	-24315	
1944	1944	-24309	
1945	1945	-19024	
1946	1946	-9608	
1947	1947	1743	
1948	1948	12842	
1949	1949	21073	
1950	1950	24894	
1951	1951	23157	
1952	1952	15944	
1953	1953	5393	
1954	1954	-6306	
1955	1955	-16796	
1956	1956	-23417	
1957	1957	-24840	
1958	1958	-20892	
1959	1959	-12474	
1960	1960	-1162	
1961	1961	10304	
1962	1962	19424	
1963	1963	24473	
1964	1964	24035	
1965	1965	18109	
1966	1966	8217	
1967	1967	-3323	
1968	1968	-14448	
1969	1969	-22309	
1970	1970	-24993	
1971	1971	-22665	
1972	1972	-14923	
1973	1973	-3561	
1974	1974	7697	
1975	1975	17060	
1976	1976	23586	
1977	1977	24678	
1978	1978	19924	
1979	1979	11287	
1980	1980	-365	
1981	1981	-12224	
1982	1982	-20836	
1983	1983	-24806	
1984	1984	-23630	
1985	1985	-17116	
1986	1986	-6660	
1987	1987	4805	
1988	1988	15205	
1989	1989	22639	
1990	1990	24995	
1991	1991	21842	
1992	1992	14074	
1993	1993	2895	
1994	1994	-9026	
1995	1995	-18745	
1996	1996	-24250	
1997	1997	-24379	
1998	1998	-19001	
1999	1999	-9368	
2000	2000	2197	
2001	2001	13158	
2002	2002	21304	
2003	2003	24906	
2004	2004	23115	
2005	2005	16305	
2006	2006	5836	
2007	2007	-6095	
2008	2008	-16880	
2009	2009	-23454	
2010	2010	-24845	
2011	2011	-20913	
2012	2012	-12345	
2013	2013	-984	
2014	2014	10359	
2015	2015	19455	
2016	2016	24463	
2017	2017	24101	
2018	2018	18358	
2019	2019	8373	
2020	2020	-3392	
2021	2021	-14564	
2022	2022	-22242	
2023	2023	-25009	
2024	2024	-22317	
2025	2025	-14775	
2026	2026	-4015	
2027	2027	7444	
2028	2028	17392	
2029	2029	23670	
2030	2030	24733	
2031	2031	20300	
2032	2032	11269	
2033	2033	-393	
2034	2034	-12048	
2035	2035	-20750	
2036	2036	-24812	
2037	2037	-23467	
2038	2038	-16888	
2039	2039	-6839	
2040	2040	4656	
2041	2041	15236	
2042	2042	22476	
2043	2043	24995	
2044	2044	21910	
2045	2045	13707	
2046	2046	2381	
2047	2047	-9029	
2048	2048	-18793	
2049	2049	-24258	
2050	2050	-24353	
2051	2051	-18923	
2052	2052	-9530	
2053	2053	1972	
2054	2054	12946	
2055	2055	21142	
2056	2056	24894	
2057	2057	23189	
2058	2058	16198	
2059	2059	5583	
2060	2060	-6177	
2061	2061	-16737	
2062	2062	-23368	
2063	2063	-24835	
2064	2064	-20747	
2065	2065	-12252	
2066	2066	-1108	
2067	2067	10184	
2068	2068	19449	
2069	2069	24440	
2070	2070	24136	
2071	2071	18394	
2072	2072	8505	
2073	2073	-3465	
2074	2074	-14521	
2075	2075	-22266	
2076	2076	-25001	
2077	2077	-22220	
2078	2078	-14801	
2079	2079	-4122	
2080	2080	7475	
2081	2081	17367	
2082	2082	23697	
2083	2083	24735	
2084	2084	20289	
2085	2085	11287	
2086	2086	-376	
2087	2087	-11958	
2088	2088	-20664	
2089	2089	-24828	
2090	2090	-23464	
2091	2091	-17019	
2092	2092	-6878	
2093	2093	4696	
2094	2094	15270	
2095	2095	22556	
2096	2096	24987	
2097	2097	21853	
2098	2098	13812	
2099	2099	2575	
2100	2100	-9231	
2101	2101	-18893	
2102	2102	-24273	
2103	2103	-24305	
2104	2104	-19013	
2105	2105	-9744	
2106	2106	1719	
2107	2107	12754	
2108	2108	21110	
2109	2109	24909	
2110	2110	23173	
2111	2111	16189	
2112	2112	5485	
2113	2113	-6360	
2114	2114	-16783	
2115	2115	-23414	
2116	2116	-24847	
2117	2117	-20785	
2118	2118	-12287	
2119	2119	-1156	
2120	2120	10287	
2121	2121	19409	
2122	2122	24471	
2123	2123	24112	
2124	2124	18444	
2125	2125	8498	
2126	2126	-3349	
2127	2127	-14427	
2128	2128	-22196	
2129	2129	-25000	
2130	2130	-22281	
2131	2131	-14803	
2132	2132	-4085	
2133	2133	7438	
2134	2134	17476	
2135	2135	23713	
2136	2136	24726	
2137	2137	20293	
2138	2138	11279	
2139	2139	-339	
2140	2140	-11779	
2141	2141	-20609	
2142	2142	-24826	
2143	2143	-23472	
2144	2144	-17061	
2145	2145	-6935	
2146	2146	4792	
2147	2147	15267	
2148	2148	22586	
2149	2149	24992	
2150	2150	21915	
2151	2151	13907	
2152	2152	2762	
2153	2153	-9108	
2154	2154	-18875	
2155	2155	-24282	
2156	2156	-24305	
2157	2157	-19023	
2158	2158	-9653	
2159	2159	1759	
2160	2160	12822	
2161	2161	21164	
2162	2162	24906	
2163	2163	23211	
2164	2164	16189	
2165	2165	5545	
2166	2166	-6172	
2167	2167	-16669	
2168	2168	-23355	
2169	2169	-24843	
2170	2170	-20814	
2171	2171	-12265	
2172	2172	-1076	
2173	2173	10186	
2174	2174	19463	
2175	2175	24450	
2176	2176	24126	
2177	2177	18437	
2178	2178	8512	
2179	2179	-3307	
2180	2180	-14393	
2181	2181	-22186	
2182	2182	-25002	
2183	2183	-22275	
2184	2184	-14703	
2185	2185	-4031	
2186	2186	7419	
2187	2187	17397	
2188	2188	23657	
2189	2189	24737	
2190	2190	20314	
2191	2191	11294	
2192	2192	-317	
2193	2193	-11866	
2194	2194	-20622	
2195	2195	-24817	
2196	2196	-23492	
2197	2197	-16978	
2198	2198	-6888	
2199	2199	4686	
2200	2200	15222	
2201	2201	22641	
2202	2202	24996	
2203	2203	21927	
2204	2204	13988	
2205	2205	2781	
2206	2206	-9198	
2207	2207	-18853	
2208	2208	-24299	
2209	2209	-24321	
2210	2210	-19056	
2211	2211	-9547	
2212	2212	1749	
2213	2213	12711	
2214	2214	21102	
2215	2215	24886	
2216	2216	23212	
2217	2217	16324	
2218	2218	5614	
2219	2219	-6287	
2220	2220	-16723	
2221	2221	-23431	
2222	2222	-24836	
2223	2223	-20779	
2224	2224	-12318	
2225	2225	-1216	
2226	2226	10108	
2227	2227	19450	
2228	2228	24443	
2229	2229	24130	
2230	2230	18392	
2231	2231	8528	
2232	2232	-3338	
2233	2233	-14403	
2234	2234	-22187	
2235	2235	-25003	
2236	2236	-22322	
2237	2237	-14725	
2238	2238	-4149	
2239	2239	7573	
2240	2240	17432	
2241	2241	23686	
2242	2242	24768	
2243	2243	20328	
2244	2244	11264	
2245	2245	-401	
2246	2246	-11937	
2247	2247	-20739	
2248	2248	-24815	
2249	2249	-23514	
2250	2250	-17024	
2251	2251	-7021	
2252	2252	4716	
2253	2253	15272	
2254	2254	22575	
2255	2255	24996	
2256	2256	21905	
2257	2257	13926	
2258	2258	2639	
2259	2259	-9048	
2260	2260	-18918	
2261	2261	-24296	
2262	2262	-24312	
2263	2263	-19062	
2264	2264	-9796	
2265	2265	1679	
2266	2266	12840	
2267	2267	21151	
2268	2268	24897	
2269	2269	23174	
2270	2270	16237	
2271	2271	5501	
2272	2272	-6271	
2273	2273	-16768	
2274	2274	-23451	
2275	2275	-24835	
2276	2276	-20822	
2277	2277	-12396	
2278	2278	-1236	
2279	2279	10163	
2280	2280	19455	
2281	2281	24455	
2282	2282	24141	
2283	2283	18478	
2284	2284	8474	
2285	2285	-3328	
2286	2286	-14489	
2287	2287	-22202	
2288	2288	-25002	
2289	2289	-22299	
2290	2290	-14839	
2291	2291	-4131	
2292	2292	7526	
2293	2293	17462	
2294	2294	23645	
2295	2295	24727	
2296	2296	20243	
2297	2297	11127	
2298	2298	-342	
2299	2299	-11874	
2300	2300	-20592	
2301	2301	-24794	
2302	2302	-23490	
2303	2303	-17088	
2304	2304	-6849	
2305	2305	4592	
2306	2306	15209	
2307	2307	22526	
2308	2308	24994	
2309	2309	21893	
2310	2310	13774	
2311	2311	2765	
2312	2312	-9184	
2313	2313	-18849	
2314	2314	-24266	
2315	2315	-24322	
2316	2316	-19093	
2317	2317	-9744	
2318	2318	1795	
2319	2319	12778	
2320	2320	21136	
2321	2321	24894	
2322	2322	23154	
2323	2323	16274	
2324	2324	5643	
2325	2325	-6240	
2326	2326	-16787	
2327	2327	-23380	
2328	2328	-24839	
2329	2329	-20840	
2330	2330	-12364	
2331	2331	-1097	
2332	2332	10255	
2333	2333	19418	
2334	2334	24447	
2335	2335	24115	
2336	2336	18473	
2337	2337	8606	
2338	2338	-3119	
2339	2339	-14293	
2340	2340	-22230	
2341	2341	-25003	
2342	2342	-22208	
2343	2343	-14695	
2344	2344	-4017	
2345	2345	7298	
2346	2346	17340	
2347	2347	23659	
2348	2348	24755	
2349	2349	20328	
2350	2350	11311	
2351	2351	-94	
2352	2352	-11591	
2353	2353	-20573	
2354	2354	-24837	
2355	2355	-23389	
2356	2356	-16926	
2357	2357	-6945	
2358	2358	4583	
2359	2359	15182	
2360	2360	22538	
2361	2361	24993	
2362	2362	21927	
2363	2363	13808	
2364	2364	2691	
2365	2365	-9131	
2366	2366	-18861	
2367	2367	-24295	
2368	2368	-24327	
2369	2369	-19067	
2370	2370	-9735	
2371	2371	1675	
2372	2372	12788	
2373	2373	21080	
2374	2374	24882	
2375	2375	23209	
2376	2376	16350	
2377	2377	5661	
2378	2378	-6313	
2379	2379	-16722	
2380	2380	-23382	
2381	2381	-24829	
2382	2382	-20802	
2383	2383	-12225	
2384	2384	-1279	
2385	2385	10180	
2386	2386	19383	
2387	2387	24429	
2388	2388	24171	
2389	2389	18455	
2390	2390	8505	
2391	2391	-3298	
2392	2392	-14391	
2393	2393	-22187	
2394	2394	-25008	
2395	2395	-22332	
2396	2396	-14776	
2397	2397	-4118	
2398	2398	7508	
2399	2399	17396	
2400	2400	23653	
2401	2401	24753	
2402	2402	20279	
2403	2403	11423	
2404	2404	-382	
2405	2405	-11843	
2406	2406	-20686	
2407	2407	-24820	
2408	2408	-23485	
2409	2409	-17116	
2410	2410	-7009	
2411	2411	4573	
2412	2412	15161	
2413	2413	22552	
2414	2414	25003	
2415	2415	21891	
2416	2416	13852	
2417	2417	2715	
2418	2418	-9214	
2419	2419	-18875	
2420	2420	-24298	
2421	2421	-24328	
2422	2422	-19164	
2423	2423	-9696	
2424	2424	1616	
2425	2425	12729	
2426	2426	21089	
2427	2427	24899	
2428	2428	23226	
2429	2429	16226	
2430	2430	5600	
2431	2431	-6293	
2432	2432	-16790	
2433	2433	-23384	
2434	2434	-24849	
2435	2435	-20829	
2436	2436	-12284	
2437	2437	-1187	
2438	2438	10084	
2439	2439	19322	
2440	2440	24419	
2441	2441	24124	
2442	2442	18374	
2443	2443	8522	
2444	2444	-3351	
2445	2445	-14363	
2446	2446	-22212	
2447	2447	-25001	
2448	2448	-22329	
2449	2449	-14892	
2450	2450	-4100	
2451	2451	7356	
2452	2452	17408	
2453	2453	23695	
2454	2454	24746	
2455	2455	20289	
2456	2456	11347	
2457	2457	-361	
2458	2458	-11833	
2459	2459	-20643	
2460	2460	-24812	
2461	2461	-23515	
2462	2462	-17050	
2463	2463	-7048	
2464	2464	4634	
2465	2465	15209	
2466	2466	22553	
2467	2467	25000	
2468	2468	21901	
2469	2469	13885	
2470	2470	2724	
2471	2471	-9046	
2472	2472	-18802	
2473	2473	-24282	
2474	2474	-24346	
2475	2475	-19050	
2476	2476	-9725	
2477	2477	1668	
2478	2478	12835	
2479	2479	21114	
2480	2480	24883	
2481	2481	23240	
2482	2482	16380	
2483	2483	5767	
2484	2484	-6254	
2485	2485	-16732	
2486	2486	-23391	
2487	2487	-24859	
2488	2488	-20884	
2489	2489	-12383	
2490	2490	-1225	
2491	2491	10161	
2492	2492	19375	
2493	2493	24443	
2494	2494	24146	
2495	2495	18477	
2496	2496	8585	
2497	2497	-3236	
2498	2498	-14386	
2499	2499	-22183	
2500	2500	-25009	
2501	2501	-22336	
2502	2502	-14821	
2503	2503	-4095	
2504	2504	7364	
2505	2505	17370	
2506	2506	23608	
2507	2507	24723	
2508	2508	20235	
2509	2509	11308	
2510	2510	-180	
2511	2511	-11798	
2512	2512	-20603	
2513	2513	-24811	
2514	2514	-23516	
2515	2515	-17023	
2516	2516	-7042	
2517	2517	4656	
2518	2518	15130	
2519	2519	22568	
2520	2520	24987	
2521	2521	21930	
2522	2522	13940	
2523	2523	2718	
2524	2524	-9015	
2525	2525	-18834	
2526	2526	-24276	
2527	2527	-24331	
2528	2528	-19077	
2529	2529	-9738	
2530	2530	1725	
2531	2531	12755	
2532	2532	21078	
2533	2533	24894	
2534	2534	23155	
2535	2535	16355	
2536	2536	5675	
2537	2537	-6323	
2538	2538	-16617	
2539	2539	-23365	
2540	2540	-24850	
2541	2541	-20867	
2542	2542	-12289	
2543	2543	-1093	
2544	2544	10211	
2545	2545	19340	
2546	2546	24417	
2547	2547	24137	
2548	2548	18520	
2549	2549	8531	
2550	2550	-3335	
2551	2551	-14359	
2552	2552	-22169	
2553	2553	-25005	
2554	2554	-22381	
2555	2555	-14926	
2556	2556	-4104	
2557	2557	7303	
2558	2558	17390	
2559	2559	23637	
2560	2560	24759	
2561	2561	20353	
2562	2562	11345	
2563	2563	-324	
2564	2564	-11726	
2565	2565	-20681	
2566	2566	-24801	
2567	2567	-23483	
2568	2568	-17058	
2569	2569	-6912	
2570	2570	4515	
2571	2571	15210	
2572	2572	22510	
2573	2573	24994	
2574	2574	21916	
2575	2575	13908	
2576	2576	2777	
2577	2577	-9155	
2578	2578	-18831	
2579	2579	-24248	
2580	2580	-24355	
2581	2581	-19066	
2582	2582	-9818	
2583	2583	1705	
2584	2584	12736	
2585	2585	21124	
2586	2586	24875	
2587	2587	23234	
2588	2588	16280	
2589	2589	5584	
2590	2590	-6270	
2591	2591	-16775	
2592	2592	-23364	
2593	2593	-24852	
2594	2594	-20871	
2595	2595	-12360	
2596	2596	-1246	
2597	2597	10175	
2598	2598	19365	
2599	2599	24405	
2600	2600	24142	
2601	2601	18485	
2602	2602	8476	
2603	2603	-3244	
2604	2604	-14319	
2605	2605	-22176	
2606	2606	-24999	
2607	2607	-22345	
2608	2608	-14738	
2609	2609	-4183	
2610	2610	7366	
2611	2611	17364	
2612	2612	23622	
2613	2613	24742	
2614	2614	20316	
2615	2615	11333	
2616	2616	-327	
2617	2617	-11766	
2618	2618	-20635	
2619	2619	-24808	
2620	2620	-23518	
2621	2621	-17102	
2622	2622	-6986	
2623	2623	4543	
2624	2624	15114	
2625	2625	22527	
2626	2626	24988	
2627	2627	21882	
2628	2628	13908	
2629	2629	2650	
2630	2630	-9119	
2631	2631	-18765	
2632	2632	-24262	
2633	2633	-24356	
2634	2634	-19061	
2635	2635	-9869	
2636	2636	1705	
2637	2637	12690	
2638	2638	21086	
2639	2639	24894	
2640	2640	23203	
2641	2641	16385	
2642	2642	5692	
2643	2643	-6245	
2644	2644	-16705	
2645	2645	-23329	
2646	2646	-24849	
2647	2647	-20835	
2648	2648	-12359	
2649	2649	-1190	
2650	2650	10154	
2651	2651	19398	
2652	2652	24448	
2653	2653	24138	
2654	2654	18511	
2655	2655	8592	
2656	2656	-3138	
2657	2657	-14322	
2658	2658	-22174	
2659	2659	-25000	
2660	2660	-22418	
2661	2661	-15158	
2662	2662	-4365	
2663	2663	7612	
2664	2664	17497	
2665	2665	23717	
2666	2666	24744	
2667	2667	20326	
2668	2668	11338	
2669	2669	-326	
2670	2670	-11692	
2671	2671	-20729	
2672	2672	-24808	
2673	2673	-23517	
2674	2674	-17046	
2675	2675	-7066	
2676	2676	4498	
2677	2677	15155	
2678	2678	22516	
2679	2679	24991	
2680	2680	21970	
2681	2681	14038	
2682	2682	2746	
2683	2683	-9009	
2684	2684	-18837	
2685	2685	-24246	
2686	2686	-24349	
2687	2687	-19059	
2688	2688	-9690	
2689	2689	1641	
2690	2690	12814	
2691	2691	21057	
2692	2692	24902	
2693	2693	23217	
2694	2694	16374	
2695	2695	5770	
2696	2696	-6228	
2697	2697	-16672	
2698	2698	-23351	
2699	2699	-24860	
2700	2700	-20877	
2701	2701	-12409	
2702	2702	-1385	
2703	2703	10127	
2704	2704	19332	
2705	2705	24437	
2706	2706	24165	
2707	2707	18495	
2708	2708	8568	
2709	2709	-3298	
2710	2710	-14411	
2711	2711	-22181	
2712	2712	-25005	
2713	2713	-22328	
2714	2714	-14853	
2715	2715	-4185	
2716	2716	7451	
2717	2717	17379	
2718	2718	23628	
2719	2719	24748	
2720	2720	20403	
2721	2721	11368	
2722	2722	-203	
2723	2723	-11771	
2724	2724	-20624	
2725	2725	-24832	
2726	2726	-23461	
2727	2727	-17141	
2728	2728	-7118	
2729	2729	4596	
2730	2730	15084	
2731	2731	22580	
2732	2732	24997	
2733	2733	21919	
2734	2734	13943	
2735	2735	2755	
2736	2736	-9141	
2737	2737	-18851	
2738	2738	-24267	
2739	2739	-24356	
2740	2740	-19143	
